,genre,code,name,type,startdate,enddate,target,level,url
2056,기타,JISIK_S1001202810500,작은 공동체가 큰 도시를 어떻게 바꿀 것인가,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2057,기타,JISIK_S1001202910501,재난민과 집을 지으며 내가 배운 것,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2058,기타,JISIK_S1001203010502,평화의 탈 프로젝트,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2059,기타,JISIK_S1001203110503,나와 같은 생각들을 연결하라,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2060,기타,JISIK_S1001203210504,더 부유한 한인공동체를 위하여,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2061,기타,JISIK_S1001203310505,사랑의 돌봄은 기적을 만든다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2062,기타,JISIK_S1001203410506,서울은 통일학교다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2063,기타,JISIK_S1001203510507,장벽없는 세상지도 만들기,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2064,기타,JISIK_S1001203610508,나는 당신이 필요합니다 : 연대에 대하여,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2065,기타,JISIK_S1001203710509,누군가를 도울 수 있는 우리는 위대합니다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2066,기타,JISIK_S1001203810510,능력보다 상황이다: 내 능력을 극대화할 수 있는 상황의 힘,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2067,기타,JISIK_S1001203910511,공감장애로부터 벗어나기,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2068,기타,JISIK_S1001204010512,감정의 근육을 키워라,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2069,기타,JISIK_S1001204110513,완벽하지 않아도 괜찮아,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2070,기타,JISIK_S1001204210514,두려움을 용기로 바꾸는 마음의 연금술,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2071,기타,JISIK_S1001204310515,나를 위해 살아봅시다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2072,기타,JISIK_S1001204410516,실컷 울고나면 알게되는 것 ,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2073,기타,JISIK_S1001204510517,스스로에게 당당한 자세,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2074,기타,JISIK_S1001204610518,세상을 바꾸는 존중,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2075,기타,JISIK_S1001204710519,누구나 실패할 수 있습니다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2076,예술,JISIK_S1001204810520,영화가 주는 치유의 힘,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2077,기타,JISIK_S1001204910521,당신,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2078,기타,JISIK_S1001205010522, 내 마음이 지옥일 때,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2079,기타,JISIK_S1001205110523,흉터가 무늬가 될 때,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2080,기타,JISIK_S1001205210524,백 마디 말보다 한 장의 이미지가 더 큰 위로가 된다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2081,기타,JISIK_S1001205310525,상처받은 순간으로 돌아가야 하는 이유,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2082,기타,JISIK_S1001205410526,당신의 결심을 지키려면,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2083,기타,JISIK_S1001205510527,나쁜 습관은 아픔을 남기고 좋은 습관은 작품을 남긴다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2084,기타,JISIK_S1001205610528,미디어 시대 당신이 건강하지 못한 이유?,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2085,기타,JISIK_S1001205710529,남편을 워킹파파로 만드는 법,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2086,기타,JISIK_S1001205810530,우리가 여러분보다 더 즐겁게 사는 이유 : 청춘합창단 유엔에 가다?,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2087,기타,JISIK_S1001205910531,공간의 향기를 듣다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2088,기타,JISIK_S1001206010532,반려동물과?행복하게?사는?법,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2089,기타,JISIK_S1001206110533,Wellness(건강한 삶)은 건강의 핵심이다!,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2090,체육,JISIK_S1001206210534,하루 15분 운동 당신의 몸은 안전합니다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2091,기타,JISIK_S1001206310535,칼 대지 않는 성형 컬러,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2092,기타,JISIK_S1001206410536,실패한 운동 당신 탓이 아니다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2093,기타,JISIK_S1001206510537,청각장애인 딸이 내게 준 것,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2094,기타,JISIK_S1001206610538,사랑할수록’ 우리는 더 성장할 것입니다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2095,기타,JISIK_S1001206710539,전국노래자랑 1200명의 사진이 보여준 진실,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2096,기타,JISIK_S1001206810540,아내는 제게 늘 걱정거리입니다 ,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2097,기타,JISIK_S1001206910541,기생충으로 본 남녀관계,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2098,체육,JISIK_S1001207010542,스쿼트 1000개의 기적,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2099,기타,JISIK_S1001207110543,슬픔을 다루는 법,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2100,기타,JISIK_S1001207210544,엄마는 세상에서 일을 제일 잘 합니다,온라인,2019-01-01,2019-12-31,없음,초급,http://sll.seoul.go.kr
2101,기타,JISIK_S1001207310545,지금 행복하면 내일도 행복합니다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2102,기타,JISIK_S1001207410546, 도전이 주는 안전,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2103,기타,JISIK_S1001207510547, 당신이 바로 명의입니다,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
2104,기타,JISIK_S1001207610548,함께하지 않으면 알 수 없는 것들,온라인,2019-01-01,2019-12-31,없음,중급,http://sll.seoul.go.kr
