,genre,code,name,type,startdate,enddate,target,level,url
53,언어,ASP00001J100420170000037,POP(팝) 영어-중급,오프라인,2020-01-09,2021-12-14,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2612
54,요리,ASP00001J100420170000039,남성요리교실,오프라인,2020-01-09,2021-12-14,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2611
54,자기계발,ASP00001S1001201100143,부자가 되는 재무설계 전략,온라인,2011-12-01,2012-03-30,재무설계에 관한 정보와 기초적 지식을 얻고자 하는 분 자산관리 및 노후설계에 관심이 많은 분,초급,없음
55,언어,ASP00001J100420170000038,POP(팝) 영어-초급,오프라인,2020-01-09,2021-12-14,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2613
55,자기계발,ASP00001S1001201100144,자산관리 이제부터라도 기초부터 시작하자,온라인,2011-12-01,2012-03-30,자산관리와 노후설계에 관심이 있는 분 4대 필수자금의 설계 등 현실적인 재무설계 대책을 세우고자 하는 분,초급,없음
56,요리,ASP00001S1001201100142,달콤한 유혹 홈베이킹(2) - 파이와 무스 쉬폰 만들기(2),온라인,2011-12-01,2012-03-30,홈베이킹을 위한 기초 지식을 배우고자 하는 분 베이킹의 기본이 되는 메뉴들과 그 레시피에 관한 정보를 얻으려는 분,초급,없음
56,예술,ASP00001J100420170000040,서예,오프라인,2020-01-09,2021-12-14,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2609
57,요리,ASP00001S1001201100141,달콤한 유혹 홈베이킹(2) - 파이와 무스 쉬폰 만들기(1),온라인,2011-12-01,2012-03-30,홈베이킹을 위한 기초 지식을 배우고자 하는 분 베이킹의 기본이 되는 메뉴들과 그 레시피에 관한 정보를 얻으려는 분,초급,없음
57,언어,ASP00001J100420170000036,원어민영어,오프라인,2020-01-09,2021-12-14,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2607
58,예술,ASP00001S1001201100139,고전읽기로 배우는 자기주도 공부습관 코칭 #1,온라인,2011-12-01,2012-03-30,자기주도적 학습 방법을 익히고자 하는 분 고전에 대한 관심이 높은 분,초급,없음
58,언어,ASP00001J100420170000021,팝과 함께하는 생활영어(중급) 2016. 3분기,오프라인,2020-01-01,2021-12-06,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2663
59,예술,ASP00001S1001201100140,고전읽기로 배우는 자기주도 공부습관 코칭 #2,온라인,2011-12-01,2012-03-30,자기주도적 학습 방법을 익히고자 하는 분 고전에 대한 관심이 높은 분,초급,없음
59,언어,ASP00001J100420170000019,팝과 함께하는 생활영어(초급) 2016.3분기,오프라인,2020-01-01,2021-12-06,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2662
60,자기계발,ASP00001S1001201100116,[한자능력검정시험]한자능력시험대비 3급 이론,온라인,2011-12-01,2012-03-30,한자능력시험 3급 자격증 취득을 희망하는 분,중급,없음
60,요리,ASP00001J100420170000020,남성요리교실(2016.3분기),오프라인,2020-01-01,2021-12-06,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2665
61,언어,ASP00001S1001201100082,다락원 중국어 마스터 중급 (1),온라인,2011-12-01,2012-03-30,[다락원 중국어 마스터 초급] 과정을 마친 분 중국어 초급 회화 수준과 어법 지식을 갖춘 분 중국어로 생각하고 글로 정리하고 싶은 분,중급,없음
61,예술,ASP00001J100420170000022,서예(2016. 3분기),오프라인,2020-01-01,2021-12-06,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2661
62,언어,ASP00001S1001201100083,다락원 중국어 마스터 중급 (2),온라인,2011-12-01,2012-03-30,[다락원 중국어 마스터 초급] 과정을 마친 분 중국어 초급 회화 수준과 어법 지식을 갖춘 분 중국어로 생각하고 글로 정리하고 싶은 분,중급,없음
62,언어,ASP00001J100420170000018,원어민 영어(2016. 3분기),오프라인,2020-01-01,2021-12-06,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2660
63,기타,ASP00001J101020170000004,도봉구 평생학습 코디네이터 양성과정 [이메일 접수],오프라인,2019-12-27,2021-12-05,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3027
63,기타,ASP00001S1001201100084,사교의 술 와인의 이해,온라인,2011-12-01,2012-03-30,평소 와인에 관심이 있던 모든 분 외국인 특히 유럽인을 상대하는 비즈니스 맨 와인 등 주류 관련 직종 종사자,초급,없음
64,언어,ASP00001S1001201100081,다락원 중국어 마스터 초급 (2),온라인,2011-12-01,2012-03-30,중국어 기초 회화 표현과 어법 지식을 갖춘 학습자 단기간에 초급 수준의 중국어 회화를 마스터하고자 하는 학습자,초급,없음
64,기타,ASP00001J101020170000114,도봉생태탐방해설사 양성과정 [온라인수강신청],오프라인,2019-12-27,2021-02-08,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3048
65,언어,ASP00001S1001201100076,다이나믹 일본어 회화 초급 (1),온라인,2011-12-01,2012-03-30,"일본어 문자를 익혔고 일본어 동사 형태변화에 관해 지식이 있는 분 일본어 일상회화를 부담 없이 구사하고자 하는 분 일본어 초급 문장력과 독해력을 배양하고자 하는 분, 일본인과의 자연스러운 대화 기술을 향상시키고자 하는 분",초급,없음
65,신기술,ASP00001J101020170000085,스마트폰 똑똑하게 사용하기 [온라인수강신청],오프라인,2019-08-09,2021-04-09,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3277
66,언어,ASP00001S1001201100079,다이나믹 일본어 회화 중급 (2),온라인,2011-12-01,2012-03-30,일상회화적인 초급 단계를 마치고 보다 심층적인 회화 능력을 향상시키고자 하는 분 능시 3급 수준의 문법과 문형지식을 토대로 중급으로 발돋움하려는 분 중급 수준의 독해 번역과 작문 능력을 향상시키고자 하는 분,중급,없음
66,예술,ASP00001J101020170000026,선물하게 좋은 한지공예 [온라인수강신청],오프라인,2019-07-06,2021-12-31,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3409
67,언어,ASP00001S1001201100077,다이나믹 일본어 회화 초급 (2),온라인,2011-12-01,2012-03-30,중급 도약을 위해 초급 실력의 기반을 확실히 다지고자 하는 분 일본어 회화에 풍부한 감정표현 등을 구사하고자 하는 분 일본어의 문장력과 독해력을 향상시켜서 비즈니스 업무 등에 활용하고자 하는 분,초급,없음
67,기타,ASP00001J101020170000027,우리 가족을 위한 친환경 천연세제 만들기 [온라인수강신청],오프라인,2019-07-06,2021-12-31,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3407
68,언어,ASP00001S1001201100080,다락원 중국어 마스터 초급 (1),온라인,2011-12-01,2012-03-30,중국어 기초 회화 표현과 어법 지식을 갖춘 분 단기간에 초급 수준의 중국어 회화를 마스터하고자 하는 분,초급,없음
68,자기계발,ASP00001J100420170000066,제18기 강서 학부모아카데미,오프라인,2019-06-28,2021-10-12,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2356
69,언어,ASP00001J100420160000003,POP(팝) 영어-초급,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2552
69,언어,ASP00001S1001201100005,"왕초보 기 살리는 통영어 첫걸음 (1)	",온라인,2011-12-01,2012-03-30,중 고등학교 이후로 영어공부를 멈춘 왕초보 영어 학습자 영어공부를 시작하고 싶은데 무엇을 먼저 해야 될지 모르는 분,입문,없음
70,언어,ASP00001J100420170000046,POP(팝) 영어-중급,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2551
70,언어,ASP00001S1001201100004,친절한 영작문,온라인,2011-12-01,2012-03-30,영작문이란 말만 들어도 골치 아프다며 절레절레 머리를 흔드는 분 영작문 기초부터 다시 시작하고 싶은 분,초급,없음
71,요리,ASP00001J100420160000004,남성요리교실,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2554
71,언어,ASP00001S1001201100007,"왕초보 기 살리는 통 생활영어	",온라인,2011-12-01,2012-03-30,중 고등학교 이후로 영어공부를 멈춘 왕초보 영어 학습자 영어회화 공부를 하고 싶은데 기본기가 부족한 분,초급,없음
72,기타,ASP00001J100420160000005,생활과학교실,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2553
72,언어,ASP00001S1001201100006,"왕초보 기 살리는 통영어 첫걸음 (2)	",온라인,2011-12-01,2012-03-30,중 고등학교 이후로 영어공부를 멈춘 왕초보 영어 학습자 영어공부를 시작하고 싶은데 무엇을 먼저 해야 될지 모르는 분,초급,없음
73,언어,ASP00001J100420170000080,POP(팝) 영어-초급,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2552
73,체육,ASP00001S1001201100145,국학기공,온라인,2011-12-12,2015-12-31,국학기공에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
74,체육,ASP00001S1001201100146,궁도,온라인,2011-12-12,2015-12-31,궁도에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
74,요리,ASP00001J100420170000079,남성요리교실,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2554
75,언어,ASP00001J100420160000006,POP(팝) 영어-중급,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2551
75,체육,ASP00001S1001201100147,그라운드골프,온라인,2011-12-12,2015-12-31,그라운드골프에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
76,체육,ASP00001S1001201100148,농구,온라인,2011-12-12,2015-12-31,농구에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
76,예술,ASP00001J100420170000081,서예,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2550
77,체육,ASP00001S1001201100149,당구,온라인,2011-12-12,2015-12-31,당구에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
77,예술,ASP00001J100420160000002,서예,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2550
78,체육,ASP00001S1001201100150,댄스스포츠,온라인,2011-12-13,2015-12-31,댄스스포츠에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
78,언어,ASP00001J100420160000007,원어민영어,오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2549
79,체육,ASP00001S1001201100151,덩더꿍체조,온라인,2011-12-13,2015-12-31,덩더꿍체조에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
79,언어,ASP00001J100420170000045,원어민영어,오프라인,2018-12-14,2020-08-11,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2549
80,체육,ASP00001S1001201100152,레크댄스,온라인,2011-12-13,2015-12-31,레크댄스(레크리에이션 댄스)에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
80,언어,ASP00001J100420170000082,중국어(중급),오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2548
81,체육,ASP00001S1001201100153,배드민턴,온라인,2011-12-13,2015-12-31,배드민턴에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
81,언어,ASP00001J100420160000001,중국어(중급),오프라인,2018-12-14,2020-08-10,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2548
82,체육,ASP00001S1001201100154,벨리댄스,온라인,2011-12-13,2015-12-31,벨리댄스에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
82,신기술,ASP00001J101020170000095,스마트폰 앱 활용하기 [온라인수강신청],오프라인,2018-11-21,2021-05-18,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3250
83,체육,ASP00001S1001201100155,볼링,온라인,2011-12-13,2015-12-31,볼링에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
83,자기계발,ASP00001J101020170000110,직업체험지도사 기본과정 [온라인수강신청],오프라인,2018-11-03,2021-01-20,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3104
84,기타,ASP00001J101020130000099,보드게임을 활용한 소통하는 놀이교실 놀이교사 양성과정 [온라인수강신청]   비회원로그인   ,오프라인,2018-10-30,2021-11-12,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=2036&Page=1
84,체육,ASP00001S1001201100156,수상스키_웨이크보드,온라인,2011-12-13,2015-12-31,수상스키와 웨이크보드에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
85,기타,ASP00001J101020130000098,도봉구 평생학습 전문강사 양성과정 [온라인수강신청]   비회원로그인   ,오프라인,2018-10-30,2021-11-12,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=2035&Page=1
85,체육,ASP00001S1001201100157,수영,온라인,2011-12-13,2015-12-31,수영에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
86,체육,ASP00001S1001201100158,스노보드,온라인,2011-12-13,2015-12-31,스노보드에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
86,언어,ASP00001E0727000220190000001,어린이영어  ,오프라인,2018-10-08,2022-12-31,없음,없음,http://community.jungnang.go.kr/commnew/app/commnewApp/select.do?id=4195&programId=commnewApp&division=commnew&dong=02&pageIndex=1&menuNo=1600008
87,체육,ASP00001S1001201100159,스케이팅,온라인,2011-12-13,2015-12-31,스케이팅에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
87,자기계발,ASP00001J100420170000104,제15기 강서 학부모아카데미,오프라인,2018-10-06,2021-04-21,없음,없음,http://eduvita.gangseo.seoul.kr/lms/menu.jsp?at_cd=lecture_lecture_viw&mno=2_62&term_seq=1&edu_insti_seq=0&open_course_seq=2096
88,자기계발,ASP00001J101020160000062,색채심리지도사 양성과정 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ,오프라인,2018-05-18,2020-11-12,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3310
88,체육,ASP00001S1001201100160,스쿼시,온라인,2011-12-13,2015-12-31,스쿼시에 관하여 이해하고 직접 배우고자 하는 분 스포츠를 통한 여가활동에 관심 있는 분,초급,없음
89,자기계발,ASP0000120160000743,색채심리지도사 양성과정 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ,오프라인,2018-05-18,2020-11-12,없음,없음,http://edupia.dobong.go.kr/lifelongEdu/LecDetail.asp?TopMenu=2&LeftMenu=1&BoardCode=71&OPEN_COURSE_SEQ=3310
